sid,label
17180,0
17181,1
17182,1
17183,0
17184,0
17185,1
17186,1
17187,1
17188,1
17189,1
17190,0
17191,1
17192,1
17193,0
17194,0
17195,0
17196,1
17197,0
17198,1
17199,0
17200,0
17201,1
17202,0
17203,1
17204,0
17205,0
17206,0
17207,0
17208,1
17209,1
17210,0
17211,1
17212,1
17213,0
17214,0
17215,0
17216,1
17217,0
17218,0
17219,0
17220,1
17221,1
17222,0
17223,1
17224,0
17225,0
17226,1
17227,1
17228,1
17229,0
17230,0
17231,0
17232,1
17233,1
17234,0
17235,0
17236,1
17237,0
17238,1
17239,1
17240,0
17241,0
17242,1
17243,1
17244,1
17245,1
17246,0
17247,0
17248,1
17249,1
17250,1
17251,0
17252,0
17253,0
17254,0
17255,0
17256,1
17257,0
17258,0
17259,0
17260,0
17261,1
17262,0
17263,0
17264,0
17265,1
17266,1
17267,1
17268,1
17269,0
17270,0
17271,1
17272,0
17273,1
17274,1
17275,0
17276,1
17277,1
17278,0
17279,1
17280,1
17281,1
17282,0
17283,1
17284,0
17285,1
17286,1
17287,1
17288,0
17289,0
17290,0
17291,1
17292,0
17293,0
17294,0
17295,1
17296,0
17297,0
17298,0
17299,0
17300,0
17301,1
17302,1
17303,1
17304,1
17305,0
17306,1
17307,1
17308,1
17309,0
17310,0
17311,1
17312,1
17313,1
17314,1
17315,1
17316,1
17317,0
17318,1
17319,0
17320,1
17321,1
17322,0
17323,0
17324,1
17325,1
17326,0
17327,0
17328,1
17329,0
17330,0
17331,1
17332,1
17333,0
17334,1
17335,0
17336,1
17337,0
17338,0
17339,1
17340,0
17341,0
17342,1
17343,1
17344,0
17345,1
17346,1
17347,0
17348,1
17349,0
17350,1
17351,0
17352,1
17353,0
17354,0
17355,0
17356,0
17357,0
17358,1
17359,0
17360,1
17361,1
17362,1
17363,0
17364,0
17365,0
17366,1
17367,1
17368,0
17369,0
17370,0
17371,0
17372,0
17373,0
17374,1
17375,0
17376,0
17377,0
17378,0
17379,0
17380,0
17381,1
17382,1
17383,1
17384,0
17385,0
17386,0
17387,0
17388,1
17389,0
17390,0
17391,0
17392,0
17393,0
17394,1
17395,1
17396,1
17397,1
17398,0
17399,1
17400,0
17401,0
17402,0
17403,0
17404,1
17405,0
17406,0
17407,1
17408,0
17409,0
17410,1
17411,0
17412,1
17413,0
17414,1
17415,0
17416,0
17417,1
17418,0
17419,1
17420,1
17421,1
17422,1
17423,0
17424,0
17425,0
17426,0
17427,0
17428,1
17429,1
17430,0
17431,1
17432,0
17433,0
17434,0
17435,1
17436,0
17437,0
17438,0
17439,0
17440,0
17441,1
17442,0
17443,0
17444,1
17445,0
17446,0
17447,1
17448,1
17449,0
17450,0
17451,0
17452,1
17453,0
17454,0
17455,1
17456,0
17457,0
17458,1
17459,0
17460,0
17461,1
17462,1
17463,0
17464,1
17465,0
17466,1
17467,0
17468,0
17469,1
17470,0
17471,0
17472,0
17473,0
17474,0
17475,0
17476,1
17477,1
17478,0
17479,1
17480,0
17481,0
17482,0
17483,1
17484,0
17485,1
17486,1
17487,1
17488,0
17489,1
17490,1
17491,1
17492,1
17493,1
17494,0
17495,1
17496,0
17497,0
17498,0
17499,0
17500,0
17501,0
17502,0
17503,1
17504,0
17505,1
17506,1
17507,1
17508,0
17509,1
17510,1
17511,0
17512,0
17513,1
17514,0
17515,0
17516,1
17517,0
17518,0
17519,1
17520,1
17521,0
17522,1
17523,0
17524,1
17525,0
17526,1
17527,1
17528,1
17529,0
17530,1
17531,1
17532,1
17533,1
17534,0
17535,1
17536,1
17537,0
17538,0
17539,1
17540,1
17541,0
17542,1
17543,1
17544,0
17545,1
17546,1
17547,0
17548,0
17549,0
17550,0
17551,0
17552,1
17553,0
17554,1
17555,0
17556,1
17557,0
17558,0
17559,1
17560,1
17561,1
17562,1
17563,0
17564,0
17565,0
17566,1
17567,0
17568,0
17569,0
17570,0
17571,1
17572,0
17573,1
17574,1
17575,1
17576,0
17577,0
17578,1
17579,1
17580,0
17581,0
17582,0
17583,1
17584,0
17585,1
17586,1
17587,1
17588,0
17589,1
17590,1
17591,0
17592,1
17593,1
17594,1
17595,0
17596,0
17597,0
17598,0
17599,1
17600,0
17601,0
17602,0
17603,0
17604,0
17605,1
17606,1
17607,1
17608,1
17609,0
17610,0
17611,1
17612,1
17613,1
17614,0
17615,0
17616,0
17617,1
17618,1
17619,1
17620,0
17621,0
17622,1
17623,0
17624,0
17625,0
17626,1
17627,0
17628,1
17629,1
17630,1
17631,0
17632,1
17633,1
17634,1
17635,0
17636,1
17637,0
17638,0
17639,1
17640,0
17641,0
17642,0
17643,1
17644,0
17645,0
17646,1
17647,1
17648,1
17649,0
17650,0
17651,1
17652,0
17653,0
17654,1
17655,1
17656,1
17657,0
17658,1
17659,1
17660,0
17661,1
17662,0
17663,0
17664,1
17665,1
17666,0
17667,1
17668,1
17669,0
17670,1
17671,0
17672,0
17673,0
17674,1
17675,0
17676,1
17677,0
17678,1
17679,1
17680,0
17681,1
17682,1
17683,0
17684,0
17685,1
17686,1
17687,1
17688,0
17689,0
17690,1
17691,0
17692,0
17693,1
17694,0
17695,0
17696,0
17697,0
17698,0
17699,1
17700,1
17701,0
17702,0
17703,0
17704,0
17705,1
17706,1
17707,0
17708,1
17709,1
17710,0
17711,1
17712,0
17713,0
17714,0
17715,0
17716,0
17717,0
17718,1
17719,0
17720,1
17721,1
17722,0
17723,1
17724,0
17725,1
17726,0
17727,0
17728,0
17729,0
17730,0
17731,0
17732,1
17733,1
17734,0
17735,1
17736,0
17737,0
17738,0
17739,0
17740,1
17741,0
17742,0
17743,0
17744,0
17745,1
17746,0
17747,0
17748,1
17749,0
17750,0
17751,1
17752,1
17753,0
17754,0
17755,1
17756,1
17757,0
17758,0
17759,0
17760,0
17761,1
17762,0
17763,1
17764,1
17765,0
17766,1
17767,0
17768,1
17769,1
17770,0
17771,0
17772,1
17773,0
17774,1
17775,1
17776,0
17777,1
17778,1
17779,1
17780,1
17781,1
17782,0
17783,1
17784,0
17785,0
17786,1
17787,0
17788,0
17789,0
17790,1
17791,0
17792,0
17793,1
17794,1
17795,0
17796,0
17797,0
17798,1
17799,0
17800,1
17801,0
17802,1
17803,0
17804,1
17805,0
17806,0
17807,1
17808,0
17809,0
17810,0
17811,0
17812,0
17813,0
17814,0
17815,0
17816,0
17817,0
17818,0
17819,1
17820,0
17821,0
17822,1
17823,0
17824,0
17825,1
17826,1
17827,0
17828,1
17829,0
17830,0
17831,0
17832,0
17833,0
17834,0
17835,1
17836,1
17837,1
17838,1
17839,1
17840,1
17841,0
17842,1
17843,1
17844,0
17845,1
17846,1
17847,0
17848,1
17849,1
17850,0
17851,1
17852,0
17853,1
17854,1
17855,0
17856,1
17857,0
17858,0
17859,0
17860,0
17861,0
17862,1
17863,0
17864,1
17865,1
17866,1
17867,1
17868,1
17869,1
17870,1
17871,0
17872,1
17873,0
17874,1
17875,0
17876,0
17877,1
17878,0
17879,0
17880,0
17881,0
17882,1
17883,0
17884,1
17885,1
17886,1
17887,1
17888,1
17889,0
17890,1
17891,1
17892,0
17893,0
17894,0
17895,0
17896,0
17897,1
17898,0
17899,1
17900,0
17901,1
17902,0
17903,0
17904,1
17905,1
17906,1
17907,0
17908,1
17909,1
17910,0
17911,1
17912,1
17913,1
17914,1
17915,1
17916,1
17917,1
17918,0
17919,0
17920,1
17921,1
17922,0
17923,0
17924,0
17925,1
17926,0
17927,0
17928,1
17929,0
17930,0
17931,0
17932,0
17933,1
17934,1
17935,1
17936,0
17937,1
17938,1
17939,0
17940,0
17941,0
17942,0
17943,1
17944,1
17945,1
17946,1
17947,0
17948,0
17949,1
17950,1
17951,1
17952,0
17953,1
17954,1
17955,0
17956,1
17957,1
17958,1
17959,1
17960,0
17961,1
17962,1
17963,1
17964,1
17965,1
17966,0
17967,0
17968,1
17969,0
17970,0
17971,1
17972,0
17973,0
17974,0
17975,1
17976,1
17977,1
17978,0
17979,0
17980,0
17981,0
17982,0
17983,1
17984,0
17985,0
17986,0
17987,0
17988,1
17989,0
17990,0
17991,1
17992,0
17993,1
17994,0
17995,1
17996,0
17997,0
17998,1
17999,0
18000,1
18001,1
18002,0
18003,1
18004,1
18005,0
18006,1
18007,0
18008,1
18009,1
18010,0
18011,1
18012,1
18013,0
18014,1
18015,1
18016,1
18017,0
18018,0
18019,1
18020,1
18021,1
18022,0
18023,0
18024,0
18025,0
18026,0
18027,1
18028,1
18029,1
18030,1
18031,1
18032,1
18033,0
18034,1
18035,0
18036,1
18037,0
18038,1
18039,1
18040,1
18041,0
18042,1
18043,1
18044,0
18045,0
18046,1
18047,1
18048,0
18049,1
18050,0
18051,0
18052,0
18053,0
18054,1
18055,1
18056,0
18057,0
18058,0
18059,0
18060,1
18061,0
18062,0
18063,0
18064,1
18065,0
18066,1
18067,0
18068,1
18069,0
18070,1
18071,0
18072,0
18073,1
18074,0
18075,1
18076,1
18077,1
18078,1
18079,0
18080,0
18081,1
18082,0
18083,0
18084,1
18085,1
18086,1
18087,1
18088,1
18089,1
18090,1
18091,0
18092,0
18093,0
18094,1
18095,0
18096,0
18097,1
18098,1
18099,0
18100,0
18101,1
18102,0
18103,0
18104,1
18105,0
18106,0
18107,1
18108,0
18109,0
18110,0
18111,0
18112,0
18113,1
18114,0
18115,0
18116,1
18117,0
18118,0
18119,0
18120,0
18121,0
18122,0
18123,1
18124,0
18125,0
18126,1
18127,0
18128,1
18129,1
18130,0
18131,0
18132,1
18133,1
18134,0
18135,0
18136,1
18137,1
18138,0
18139,0
18140,0
18141,1
18142,0
18143,1
18144,0
18145,0
18146,0
18147,0
18148,0
18149,0
18150,0
18151,1
18152,1
18153,0
18154,1
18155,0
18156,0
18157,1
18158,1
18159,0
18160,0
18161,1
18162,1
18163,0
18164,0
18165,1
18166,1
18167,1
18168,1
18169,0
18170,1
18171,1
18172,1
18173,1
18174,0
18175,1
18176,0
18177,1
18178,0
18179,0
18180,0
18181,0
18182,0
18183,0
18184,0
18185,1
18186,0
18187,0
18188,1
18189,1
18190,1
18191,0
18192,1
18193,1
18194,1
18195,0
18196,0
18197,0
18198,0
18199,1
18200,0
18201,1
18202,0
18203,1
18204,1
18205,1
18206,1
18207,0
18208,1
18209,1
18210,1
18211,1
18212,0
18213,0
18214,0
18215,0
18216,1
18217,0
18218,0
18219,1
18220,0
18221,0
18222,1
18223,0
18224,0
18225,0
18226,1
18227,0
18228,1
18229,0
18230,1
18231,1
18232,1
18233,0
18234,0
18235,1
18236,1
18237,0
18238,1
18239,0
18240,0
18241,0
18242,0
18243,1
18244,0
18245,1
18246,1
18247,1
18248,1
18249,0
18250,0
18251,0
18252,1
18253,0
18254,0
18255,0
18256,1
18257,0
18258,1
18259,1
18260,0
18261,0
18262,1
18263,0
18264,1
18265,1
18266,1
18267,1
18268,0
18269,1
18270,0
18271,0
18272,0
18273,1
18274,0
18275,0
18276,0
18277,0
18278,1
18279,1
18280,0
18281,0
18282,0
18283,1
18284,0
18285,0
18286,0
18287,1
18288,1
18289,0
18290,1
18291,1
18292,1
18293,0
18294,0
18295,1
18296,1
18297,0
18298,0
18299,1
18300,0
18301,1
18302,0
18303,0
18304,0
18305,0
18306,1
18307,0
18308,1
18309,0
18310,1
18311,1
18312,0
18313,0
18314,0
18315,1
18316,1
18317,1
18318,1
18319,1
18320,0
18321,1
18322,0
18323,1
18324,1
18325,0
18326,1
18327,1
18328,0
18329,0
18330,1
18331,0
18332,0
18333,1
18334,1
18335,0
18336,0
18337,0
18338,1
18339,0
18340,1
18341,0
18342,0
18343,1
18344,1
18345,1
18346,1
18347,0
18348,1
18349,1
18350,0
18351,0
18352,0
18353,0
18354,0
18355,0
18356,0
18357,1
18358,0
18359,0
18360,0
18361,1
18362,0
18363,1
18364,0
18365,1
18366,0
18367,0
18368,0
18369,0
18370,1
18371,1
18372,0
18373,1
18374,0
18375,1
18376,0
18377,1
18378,0
18379,0
18380,1
18381,0
18382,0
18383,0
18384,0
18385,1
18386,1
18387,0
18388,0
18389,1
18390,1
18391,0
18392,1
18393,1
18394,0
18395,0
18396,1
18397,1
18398,0
18399,0
18400,1
18401,0
18402,1
18403,1
18404,1
18405,0
18406,1
18407,0
18408,0
18409,1
18410,0
18411,1
18412,0
18413,1
18414,0
18415,0
18416,0
18417,1
18418,0
18419,1
18420,1
18421,1
18422,0
18423,0
18424,1
18425,0
18426,1
18427,0
18428,0
18429,0
18430,1
18431,1
18432,1
18433,1
18434,0
18435,1
18436,1
18437,1
18438,0
18439,0
18440,1
18441,0
18442,0
18443,1
18444,0
18445,0
18446,0
18447,0
18448,1
18449,1
18450,0
18451,0
18452,0
18453,1
18454,1
18455,1
18456,0
18457,1
18458,1
18459,0
18460,0
18461,0
18462,1
18463,0
18464,1
18465,0
18466,0
18467,1
18468,1
18469,1
18470,0
18471,0
18472,0
18473,1
18474,0
18475,0
18476,1
18477,1
18478,0
18479,1
18480,0
18481,1
18482,0
18483,0
18484,1
18485,1
18486,1
18487,0
18488,0
18489,1
18490,0
18491,0
18492,0
18493,1
18494,1
18495,0
18496,1
18497,1
18498,0
18499,1
18500,0
18501,1
18502,0
18503,0
18504,0
18505,1
18506,1
18507,0
18508,1
18509,0
18510,1
18511,1
18512,1
18513,0
18514,1
18515,1
18516,0
18517,1
18518,0
18519,0
18520,1
18521,1
18522,0
18523,0
18524,0
18525,0
18526,0
18527,1
18528,0
18529,0
18530,0
18531,1
18532,0
18533,1
18534,0
18535,1
18536,0
18537,1
18538,1
18539,0
18540,0
18541,1
18542,0
18543,1
18544,1
18545,1
18546,0
18547,0
18548,1
18549,0
18550,1
18551,1
18552,1
18553,1
18554,0
18555,1
18556,0
18557,1
18558,0
18559,0
18560,1
18561,0
18562,0
18563,0
18564,0
18565,1
18566,0
18567,0
18568,1
18569,0
18570,1
18571,0
18572,1
18573,0
18574,0
18575,1
18576,0
18577,1
18578,0
18579,1
18580,1
18581,0
18582,1
18583,1
18584,0
18585,0
18586,0
18587,1
18588,1
18589,1
18590,1
18591,0
18592,0
18593,0
18594,1
18595,1
18596,0
18597,0
18598,1
18599,1
18600,1
18601,1
18602,0
18603,0
18604,1
18605,0
18606,1
18607,1
18608,1
18609,0
18610,1
18611,1
18612,0
18613,1
18614,0
18615,1
18616,0
18617,0
18618,1
18619,0
18620,0
18621,0
18622,1
18623,0
18624,0
18625,0
18626,0
18627,1
18628,1
18629,1
18630,0
18631,1
18632,1
18633,1
18634,0
18635,0
18636,0
18637,1
18638,1
18639,1
18640,0
18641,0
18642,0
18643,0
18644,1
18645,0
18646,1
18647,0
18648,0
18649,1
18650,1
18651,1
18652,1
18653,1
18654,0
18655,1
18656,1
18657,1
18658,1
18659,0
18660,0
18661,0
18662,0
18663,0
18664,1
18665,1
18666,0
18667,0
18668,1
18669,1
18670,1
18671,0
18672,0
18673,1
18674,0
18675,0
18676,1
18677,0
18678,0
18679,0
18680,1
18681,0
18682,0
18683,1
18684,0
18685,1
18686,0
18687,0
18688,1
18689,1
18690,0
18691,0
18692,1
18693,1
18694,0
18695,0
18696,0
18697,1
18698,1
18699,0
18700,1
18701,0
18702,0
18703,0
18704,1
18705,1
18706,1
18707,0
18708,0
18709,0
18710,0
18711,1
18712,1
18713,0
18714,0
18715,1
18716,1
18717,1
18718,0
18719,0
18720,1
18721,0
18722,0
18723,0
18724,0
18725,1
18726,1
18727,1
18728,0
18729,0
18730,0
18731,0
18732,0
18733,1
18734,1
18735,1
18736,1
18737,1
18738,0
18739,0
18740,1
18741,0
18742,1
18743,1
18744,1
18745,1
18746,0
18747,0
18748,1
18749,1
18750,0
18751,0
18752,0
18753,0
18754,0
18755,0
18756,1
18757,1
18758,0
18759,1
18760,1
18761,1
18762,1
18763,1
18764,1
18765,0
18766,1
18767,1
18768,1
18769,0
18770,0
18771,1
18772,1
18773,0
18774,0
18775,1
18776,0
18777,1
18778,1
18779,0
18780,1
18781,0
18782,0
18783,1
18784,1
18785,1
18786,0
18787,0
18788,1
18789,0
18790,1
18791,1
18792,1
18793,1
18794,0
18795,0
18796,1
18797,0
18798,0
18799,0
18800,1
18801,1
18802,0
18803,1
18804,0
18805,1
18806,1
18807,0
18808,1
18809,0
18810,0
18811,0
18812,0
18813,0
18814,0
18815,0
18816,0
18817,1
18818,1
18819,1
18820,0
18821,1
18822,1
18823,0
18824,0
18825,1
18826,0
18827,0
18828,0
18829,0
18830,1
18831,0
18832,1
18833,0
18834,0
18835,0
18836,1
18837,1
18838,0
18839,0
18840,0
18841,0
18842,0
18843,0
18844,0
18845,1
18846,0
18847,0
18848,1
18849,1
18850,1
18851,1
18852,1
18853,1
18854,1
18855,0
18856,1
18857,1
18858,1
18859,0
18860,1
18861,1
18862,1
18863,1
18864,0
18865,0
18866,0
18867,1
18868,0
18869,1
18870,1
18871,0
18872,0
18873,1
18874,0
18875,1
18876,0
18877,1
18878,1
18879,0
18880,1
18881,1
18882,1
18883,1
18884,0
18885,1
18886,0
18887,1
18888,1
18889,0
18890,0
18891,1
18892,0
18893,1
18894,1
18895,0
18896,1
18897,1
18898,0
18899,0
18900,0
18901,1
18902,0
18903,0
18904,1
18905,0
18906,1
18907,1
18908,0
18909,0
18910,0
18911,0
18912,0
18913,0
18914,0
18915,0
18916,1
18917,1
18918,0
18919,1
18920,0
18921,0
18922,0
18923,1
18924,0
18925,0
18926,0
18927,0
18928,0
18929,1
18930,1
18931,1
18932,1
18933,1
18934,0
18935,0
18936,0
18937,1
18938,1
18939,0
18940,0
18941,0
18942,0
18943,1
18944,1
18945,0
18946,0
18947,0
18948,1
18949,1
18950,1
18951,0
18952,1
18953,1
18954,1
18955,0
18956,1
18957,0
18958,1
18959,1
18960,0
18961,0
18962,0
18963,0
18964,1
18965,0
18966,0
18967,0
18968,0
18969,1
18970,0
18971,1
18972,1
18973,1
18974,1
18975,0
18976,1
18977,0
18978,1
18979,0
18980,1
18981,1
18982,1
18983,1
18984,1
18985,1
18986,1
18987,1
18988,1
18989,1
18990,0
18991,1
18992,1
18993,1
18994,1
18995,1
18996,1
18997,0
18998,0
18999,1
19000,1
19001,0
19002,1
19003,1
19004,0
19005,1
19006,0
19007,0
19008,0
19009,0
19010,1
19011,0
19012,0
19013,0
19014,0
19015,1
19016,0
19017,0
19018,1
19019,1
19020,1
19021,1
19022,1
19023,1
19024,0
19025,0
19026,1
19027,0
19028,1
19029,0
19030,0
19031,0
19032,1
19033,0
19034,0
19035,0
19036,0
19037,0
19038,0
19039,1
19040,1
19041,1
19042,0
19043,1
19044,1
19045,1
19046,1
19047,0
19048,1
19049,0
19050,1
19051,1
19052,0
19053,0
19054,1
19055,0
19056,1
19057,1
19058,1
19059,0
19060,0
19061,0
19062,0
19063,1
19064,1
19065,0
19066,0
19067,1
19068,0
19069,0
19070,1
19071,0
19072,0
19073,0
19074,1
19075,0
19076,0
19077,0
19078,0
19079,1
19080,0
19081,1
19082,0
19083,1
19084,0
19085,0
19086,1
19087,0
19088,0
19089,0
19090,0
19091,0
19092,0
19093,1
19094,1
19095,0
19096,1
19097,0
19098,1
19099,1
19100,1
19101,0
19102,1
19103,1
19104,0
19105,1
19106,0
19107,1
19108,0
19109,0
19110,0
19111,1
19112,1
19113,1
19114,0
19115,0
19116,0
19117,1
19118,1
19119,0
19120,0
19121,1
19122,1
19123,0
19124,1
19125,0
19126,0
19127,0
19128,0
19129,1
19130,0
19131,0
19132,0
19133,1
19134,1
19135,1
19136,0
19137,1
19138,0
19139,1
19140,1
19141,1
19142,0
19143,0
19144,0
19145,0
19146,1
19147,0
19148,1
19149,1
19150,1
19151,0
19152,1
19153,0
19154,1
19155,1
19156,0
19157,1
19158,0
19159,0
19160,1
19161,0
19162,1
19163,0
19164,0
19165,1
19166,1
19167,1
19168,1
19169,0
19170,0
19171,0
19172,1
19173,0
19174,0
19175,1
19176,1
19177,1
19178,1
19179,0
19180,1
19181,1
19182,0
19183,0
19184,0
19185,1
19186,0
19187,1
19188,1
19189,0
19190,0
19191,0
19192,1
19193,0
19194,1
19195,0
19196,1
19197,0
19198,0
19199,0
19200,0
19201,0
19202,1
19203,0
19204,0
19205,0
19206,1
19207,0
19208,0
19209,1
19210,1
19211,0
19212,1
19213,1
19214,1
19215,1
19216,1
19217,1
19218,1
19219,0
19220,1
19221,1
19222,1
19223,0
19224,1
19225,1
19226,1
19227,1
19228,1
19229,1
19230,0
19231,1
19232,1
19233,1
19234,0
19235,0
19236,0
19237,0
19238,1
19239,0
19240,1
19241,1
19242,1
19243,0
19244,1
19245,1
19246,0
19247,1
19248,0
19249,0
19250,0
19251,0
19252,1
19253,1
19254,1
19255,1
19256,0
19257,1
19258,1
19259,0
19260,0
19261,1
19262,1
19263,0
19264,0
19265,1
19266,1
19267,1
19268,0
19269,1
19270,0
19271,1
19272,0
19273,1
19274,0
19275,1
19276,0
19277,1
19278,0
19279,0
19280,0
19281,0
19282,1
19283,0
19284,1
19285,1
19286,0
19287,0
19288,1
19289,0
19290,0
19291,1
19292,1
19293,0
19294,1
19295,0
19296,0
19297,0
19298,0
19299,1
19300,0
19301,0
19302,0
19303,1
19304,0
19305,0
19306,0
19307,1
19308,0
19309,0
19310,0
19311,1
19312,1
19313,1
19314,1
19315,0
19316,1
19317,1
19318,1
19319,1
19320,0
19321,0
19322,0
19323,0
19324,0
19325,1
19326,1
19327,0
19328,0
19329,1
19330,1
19331,0
19332,0
19333,1
19334,1
19335,1
19336,0
19337,0
19338,0
19339,1
19340,0
19341,1
19342,1
19343,1
19344,1
19345,0
19346,0
19347,0
19348,0
19349,1
19350,1
19351,0
19352,1
19353,0
19354,1
19355,1
19356,0
19357,1
19358,1
19359,1
19360,1
19361,1
19362,1
19363,0
19364,0
19365,1
19366,1
19367,0
19368,1
19369,1
19370,0
19371,0
19372,0
19373,1
19374,1
19375,0
19376,0
19377,0
19378,1
19379,0
19380,0
19381,1
19382,1
19383,0
19384,0
19385,0
19386,0
19387,0
19388,0
19389,1
19390,1
19391,1
19392,0
19393,1
19394,0
19395,0
19396,0
19397,0
19398,1
19399,1
19400,0
19401,1
19402,1
19403,1
19404,1
19405,1
19406,0
19407,0
19408,0
19409,0
19410,1
19411,0
19412,0
19413,1
19414,0
19415,1
19416,1
19417,1
19418,0
19419,1
19420,0
19421,0
19422,0
19423,0
19424,0
19425,1
19426,1
19427,0
19428,0
19429,1
19430,1
19431,0
19432,0
19433,1
19434,1
19435,1
19436,1
19437,1
19438,0
19439,1
19440,1
19441,0
19442,0
19443,0
19444,1
19445,0
19446,0
19447,0
19448,1
19449,0
19450,1
19451,1
19452,0
19453,0
19454,1
19455,1
19456,0
19457,1
19458,1
19459,1
19460,1
19461,1
19462,0
19463,1
19464,0
19465,0
19466,1
19467,0
19468,0
19469,1
19470,1
19471,1
19472,0
19473,0
19474,0
19475,1
19476,1
19477,0
19478,1
19479,0
19480,0
19481,1
19482,0
19483,1
19484,0
19485,1
19486,1
19487,0
19488,0
19489,0
19490,0
19491,0
19492,0
19493,1
19494,0
19495,1
19496,0
19497,0
19498,1
19499,0
19500,0
19501,0
19502,0
19503,0
19504,0
19505,0
19506,1
19507,0
19508,1
19509,1
19510,0
19511,1
19512,0
19513,0
19514,1
19515,0
19516,1
19517,1
19518,1
19519,0
19520,0
19521,1
19522,1
19523,1
19524,1
19525,1
19526,0
19527,1
19528,0
19529,1
19530,1
19531,1
19532,1
19533,0
19534,1
19535,0
19536,1
19537,1
19538,1
19539,1
19540,0
19541,1
19542,0
19543,1
19544,1
19545,1
19546,1
19547,1
19548,0
19549,0
19550,1
19551,0
19552,0
19553,1
19554,0
19555,0
19556,0
19557,1
19558,1
19559,1
19560,1
19561,0
19562,0
19563,0
19564,1
19565,1
19566,0
19567,0
19568,0
19569,0
19570,1
19571,0
19572,1
19573,0
19574,0
19575,0
19576,0
19577,1
19578,0
19579,0
19580,0
19581,0
19582,1
19583,1
19584,0
19585,0
19586,1
19587,1
19588,1
19589,0
19590,1
19591,0
19592,1
19593,0
19594,0
19595,0
19596,1
19597,0
19598,1
19599,0
19600,0
19601,1
19602,0
19603,1
19604,1
19605,0
19606,1
19607,0
19608,1
19609,0
19610,0
19611,1
19612,1
19613,0
19614,1
19615,0
19616,1
19617,1
19618,0
19619,1
19620,0
19621,1
19622,1
19623,1
19624,1
19625,0
19626,0
19627,1
19628,1
19629,1
19630,1
19631,0
19632,1
19633,1
19634,1
19635,1
19636,1
19637,1
19638,1
19639,1
19640,0
19641,0
19642,0
19643,0
19644,0
19645,1
19646,1
19647,0
19648,0
19649,1
19650,1
19651,0
19652,1
19653,0
19654,0
19655,1
19656,1
19657,1
19658,0
19659,0
19660,0
19661,0
19662,0
19663,1
19664,0
19665,1
19666,1
19667,0
19668,0
19669,0
19670,1
19671,1
19672,0
19673,1
19674,1
19675,0
19676,1
19677,1
19678,0
19679,1
19680,1
19681,0
19682,0
19683,0
19684,0
19685,0
19686,0
19687,1
19688,0
19689,1
19690,1
19691,1
19692,1
19693,1
19694,1
19695,1
19696,0
19697,0
19698,1
19699,1
19700,0
19701,0
19702,1
19703,1
19704,0
19705,1
19706,0
19707,0
19708,1
19709,1
19710,0
19711,1
19712,0
19713,0
19714,1
19715,0
19716,0
19717,0
19718,1
19719,0
19720,0
19721,1
19722,1
19723,1
19724,0
19725,1
19726,0
19727,0
19728,1
19729,1
19730,1
19731,1
19732,1
19733,0
19734,0
19735,0
19736,0
19737,1
19738,0
19739,0
19740,1
19741,0
19742,0
19743,1
19744,1
19745,0
19746,0
19747,1
19748,0
19749,0
19750,1
19751,0
19752,1
19753,0
19754,1
19755,1
19756,1
19757,0
19758,0
19759,1
19760,0
19761,1
19762,1
19763,0
19764,0
19765,0
19766,1
19767,1
19768,0
19769,1
19770,1
19771,1
19772,0
19773,1
19774,1
19775,0
19776,0
19777,0
19778,0
19779,1
19780,1
19781,1
19782,0
19783,0
19784,1
19785,0
19786,1
19787,0
19788,0
19789,1
19790,0
19791,0
19792,1
19793,1
19794,0
19795,1
19796,1
19797,0
19798,0
19799,1
19800,1
19801,1
19802,0
19803,0
19804,0
19805,0
19806,0
19807,0
19808,0
19809,1
19810,1
19811,1
19812,1
19813,0
19814,0
19815,0
19816,0
19817,1
19818,0
19819,0
19820,1
19821,1
19822,0
19823,1
19824,1
19825,1
19826,1
19827,1
19828,0
19829,1
19830,0
19831,1
19832,1
19833,0
19834,0
19835,0
19836,0
19837,0
19838,0
19839,1
19840,0
19841,1
19842,0
19843,1
19844,0
19845,1
19846,1
19847,0
19848,1
19849,1
19850,0
19851,0
19852,1
19853,0
19854,1
19855,1
19856,1
19857,1
19858,0
19859,1
19860,1
19861,1
19862,1
19863,1
19864,1
19865,1
19866,1
19867,0
19868,1
19869,0
19870,0
19871,0
19872,0
19873,0
19874,1
19875,1
19876,1
19877,0
19878,0
19879,0
19880,1
19881,0
19882,0
19883,1
19884,0
19885,0
19886,1
19887,1
19888,1
19889,1
19890,1
19891,0
19892,0
19893,0
19894,0
19895,1
19896,0
19897,1
19898,0
19899,1
19900,1
19901,0
19902,1
19903,0
19904,1
19905,1
19906,0
19907,1
19908,0
19909,0
19910,1
19911,1
19912,0
19913,0
19914,1
19915,1
19916,1
19917,0
19918,1
19919,0
19920,0
19921,0
19922,0
19923,0
19924,1
19925,0
19926,0
19927,1
19928,0
19929,1
19930,1
19931,0
19932,1
19933,0
19934,1
19935,1
19936,1
19937,0
19938,1
19939,1
19940,0
19941,1
19942,0
19943,1
19944,0
19945,1
19946,0
19947,1
19948,1
19949,1
19950,1
19951,1
19952,1
19953,1
19954,1
19955,1
19956,0
19957,0
19958,1
19959,0
19960,0
19961,0
19962,1
19963,0
19964,1
19965,0
19966,1
19967,1
19968,0
19969,1
19970,0
19971,0
19972,1
19973,1
19974,0
19975,0
19976,0
19977,0
19978,1
